,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Atu0001,166.53365612380324,0.013410598984285725,0.20651445461952272,0.06913653163915344,0.9854283672608565,1.0252906836806934
Atu0002,308.1116570689319,-0.21744768768789655,0.16769239938691397,-1.370754094134058,0.18212968807527632,0.4139734035650099
Atu0003,431.6529107944589,-0.10772681363004619,0.18048798480417055,-0.6022072654201298,0.5422252156470807,0.7464641712803031
Atu0004,231.2165965286637,-0.07006861961242276,0.20439618133630225,-0.3378981551112163,0.7342034838612661,0.8800527338284179
Atu0005,783.3430583519564,0.16936168562038806,0.17871433839969394,0.8496371576339269,0.38373603790493227,0.6613437594372256
Atu0006,3338.76650521523,-0.04632108406210955,0.1793377242122535,-0.2577763478445567,0.8266499519471431,0.8807817462635226
Atu0007,667.2941301480554,0.7672102890069531,0.21429286320798943,3.533463213615585,0.00045614276568664965,0.005417969838747351
Atu0008,1397.6856432167087,0.3878941682335567,0.1553742102274092,2.511925464680954,0.016434900129019415,0.08560658556926604
Atu0009,676.4161305304344,0.6059900754478563,0.1835431535272038,3.252705701058617,0.0006275939952674152,0.007236353616334519
Atu0010,494.0891274230903,0.8331267026969084,0.253077586064818,3.1729922105762305,0.0009165967479558595,0.009073924477738957
Atu0011,102.1279806113861,0.8832280850970062,0.384195283180908,2.408461975002802,0.019205861858774063,0.09604510721979612
Atu0012,3818.7238444102995,0.10610734664654804,0.19979862710343896,0.49427102317655597,0.5978134270407999,0.8459803276991102
Atu0013,315.7758614560646,0.6061417928246894,0.5196310042224078,1.157344698711358,0.24107595501038434,0.48325473505981154
Atu0014,1668.3413815910894,-0.019415095368803887,0.19992940161816902,-0.10766540825212147,0.9626767606528054,0.9850804406653922
Atu0015,768.0116677441977,-0.30539152108859924,0.30517412547107065,-1.0212063487845393,0.2936214461494908,0.5408840469536469
Atu0016,1203.6769184212073,0.3145340316233051,0.14445514302427773,2.110473789726308,0.04311811429730181,0.16440133597197967
Atu0017,593.0326076566477,-0.12334881006249729,0.17340551005181612,-0.7177477760726019,0.43992031339905635,0.7293979804192856
Atu0018,3194.618350796464,0.09149568546571502,0.15890100051432565,0.6027414538704717,0.5737047109664645,0.7712761493668405
Atu0019,2176.407803280793,-0.05090025630542398,0.18110336462383833,-0.2619142350072954,0.811171373036472,0.9566834549122637
Atu0020,3059.618547761472,-0.006790478426898358,0.20238483149085076,-0.03309061638459186,0.9639825143492495,0.9436087924212192
Atu0021,2003.0944062836254,0.200230806465609,0.1430652790534118,1.3567397326719763,0.15891176903515045,0.3898326812512192
Atu0022,2581.9880386012874,-0.04659811559022133,0.20149096535662966,-0.22140599980069364,0.8317034569399901,0.9444691852907904
Atu0023,686.2962246751737,-0.02779937020617814,0.30719537773881245,-0.08578704579116835,0.9125859485362753,1.0209040998618917
Atu0024,894.3457466323919,0.266086014972884,0.2894586403491153,0.8696687826678683,0.3778700488318448,0.6658763029574671
