,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Atu0001,178.6434771200205,0.11816286380510296,0.26958781561964873,0.42090191624162404,0.641733237266955,0.8196273014618407
Atu0002,315.74140368609085,-0.40079584707630816,0.17721363490145456,-2.386705684013374,0.01689377737620435,0.08690501997422702
Atu0003,442.96492763029977,-0.22032157403494593,0.18532964061693966,-1.2341601503745732,0.1989468337252882,0.4627255165018607
Atu0004,251.30019210819611,0.016327539075228034,0.21501744092828134,0.0785523885452708,0.9041361796537289,0.9632187070669675
Atu0005,776.755243245874,0.013368788627333546,0.19978401895130096,0.06458857174386252,0.9270180940441306,1.02699377683435
Atu0006,3645.8153536179902,-0.011297683384431621,0.19689754911426463,-0.05770813321254337,0.9754030162149212,0.9524756065068722
Atu0007,682.4159176808715,0.48412051256512656,0.2568692417993056,1.8072513397616485,0.06623893513500351,0.22193619579298438
Atu0008,1384.2525322030262,0.2733746006855034,0.18581845756702664,1.4880477372356504,0.1458567192714488,0.3770849870965252
Atu0009,636.5725885198817,0.31146865964258785,0.16402474842127598,1.9525353847697817,0.05201765068803867,0.20010539262449503
Atu0010,403.863208590033,0.7019542906424817,0.2261220328977141,3.137200713596169,0.0014986700877989807,0.013888678385945097
Atu0011,79.10442580609781,0.3040079378015127,0.3625747344511086,0.8067915467354089,0.3958762557337265,0.6311640012216401
Atu0012,4136.125010910414,-0.12214700872743957,0.16740319460268102,-0.7368735955011793,0.44499934535781316,0.7022846417076374
Atu0013,547.85071191516,0.1315537369915704,0.4980724132944944,0.27374748575060764,0.8139494457296083,0.9134650094474238
Atu0014,1613.0334609115596,0.01468438158851039,0.1561666207395858,0.09769906609200882,0.9643274085702821,0.9969971508186168
Atu0015,567.4168303127217,-0.11450538768159203,0.35143818740829763,-0.3302079673749872,0.7428604322097461,0.8968991620707423
Atu0016,1251.0732072880153,0.2218021485957754,0.14996185247439026,1.426971065989654,0.15317891265428987,0.4057113566164081
Atu0017,523.1173823380956,0.10591557616263991,0.2278768512024261,0.5312555180621685,0.6165428991044861,0.8047561592730083
